split,genre,label,song_id,segment_index,wav_path,mel_path
train,blues,0,blues__blues.00002,0,train/blues/blues.00002__03000ms__0000.wav,train/blues/blues.00002__03000ms__0000.npy
train,blues,0,blues__blues.00002,1,train/blues/blues.00002__03000ms__0001.wav,train/blues/blues.00002__03000ms__0001.npy
train,blues,0,blues__blues.00002,2,train/blues/blues.00002__03000ms__0002.wav,train/blues/blues.00002__03000ms__0002.npy
train,blues,0,blues__blues.00002,3,train/blues/blues.00002__03000ms__0003.wav,train/blues/blues.00002__03000ms__0003.npy
train,blues,0,blues__blues.00002,4,train/blues/blues.00002__03000ms__0004.wav,train/blues/blues.00002__03000ms__0004.npy
train,blues,0,blues__blues.00002,5,train/blues/blues.00002__03000ms__0005.wav,train/blues/blues.00002__03000ms__0005.npy
train,blues,0,blues__blues.00002,6,train/blues/blues.00002__03000ms__0006.wav,train/blues/blues.00002__03000ms__0006.npy
train,blues,0,blues__blues.00002,7,train/blues/blues.00002__03000ms__0007.wav,train/blues/blues.00002__03000ms__0007.npy
train,blues,0,blues__blues.00002,8,train/blues/blues.00002__03000ms__0008.wav,train/blues/blues.00002__03000ms__0008.npy
train,blues,0,blues__blues.00002,9,train/blues/blues.00002__03000ms__0009.wav,train/blues/blues.00002__03000ms__0009.npy
train,blues,0,blues__blues.00002,10,train/blues/blues.00002__03000ms__0010.wav,train/blues/blues.00002__03000ms__0010.npy
train,blues,0,blues__blues.00002,11,train/blues/blues.00002__03000ms__0011.wav,train/blues/blues.00002__03000ms__0011.npy
train,blues,0,blues__blues.00002,12,train/blues/blues.00002__03000ms__0012.wav,train/blues/blues.00002__03000ms__0012.npy
train,blues,0,blues__blues.00002,13,train/blues/blues.00002__03000ms__0013.wav,train/blues/blues.00002__03000ms__0013.npy
train,blues,0,blues__blues.00002,14,train/blues/blues.00002__03000ms__0014.wav,train/blues/blues.00002__03000ms__0014.npy
train,blues,0,blues__blues.00002,15,train/blues/blues.00002__03000ms__0015.wav,train/blues/blues.00002__03000ms__0015.npy
train,blues,0,blues__blues.00002,16,train/blues/blues.00002__03000ms__0016.wav,train/blues/blues.00002__03000ms__0016.npy
train,blues,0,blues__blues.00002,17,train/blues/blues.00002__03000ms__0017.wav,train/blues/blues.00002__03000ms__0017.npy
train,blues,0,blues__blues.00002,18,train/blues/blues.00002__03000ms__0018.wav,train/blues/blues.00002__03000ms__0018.npy
train,blues,0,blues__blues.00002,19,train/blues/blues.00002__03000ms__0019.wav,train/blues/blues.00002__03000ms__0019.npy
train,blues,0,blues__blues.00003,0,train/blues/blues.00003__03000ms__0000.wav,train/blues/blues.00003__03000ms__0000.npy
train,blues,0,blues__blues.00003,1,train/blues/blues.00003__03000ms__0001.wav,train/blues/blues.00003__03000ms__0001.npy
train,blues,0,blues__blues.00003,2,train/blues/blues.00003__03000ms__0002.wav,train/blues/blues.00003__03000ms__0002.npy
train,blues,0,blues__blues.00003,3,train/blues/blues.00003__03000ms__0003.wav,train/blues/blues.00003__03000ms__0003.npy
train,blues,0,blues__blues.00003,4,train/blues/blues.00003__03000ms__0004.wav,train/blues/blues.00003__03000ms__0004.npy
train,blues,0,blues__blues.00003,5,train/blues/blues.00003__03000ms__0005.wav,train/blues/blues.00003__03000ms__0005.npy
train,blues,0,blues__blues.00003,6,train/blues/blues.00003__03000ms__0006.wav,train/blues/blues.00003__03000ms__0006.npy
train,blues,0,blues__blues.00003,7,train/blues/blues.00003__03000ms__0007.wav,train/blues/blues.00003__03000ms__0007.npy
train,blues,0,blues__blues.00003,8,train/blues/blues.00003__03000ms__0008.wav,train/blues/blues.00003__03000ms__0008.npy
train,blues,0,blues__blues.00003,9,train/blues/blues.00003__03000ms__0009.wav,train/blues/blues.00003__03000ms__0009.npy
train,blues,0,blues__blues.00003,10,train/blues/blues.00003__03000ms__0010.wav,train/blues/blues.00003__03000ms__0010.npy
train,blues,0,blues__blues.00003,11,train/blues/blues.00003__03000ms__0011.wav,train/blues/blues.00003__03000ms__0011.npy
train,blues,0,blues__blues.00003,12,train/blues/blues.00003__03000ms__0012.wav,train/blues/blues.00003__03000ms__0012.npy
train,blues,0,blues__blues.00003,13,train/blues/blues.00003__03000ms__0013.wav,train/blues/blues.00003__03000ms__0013.npy
train,blues,0,blues__blues.00003,14,train/blues/blues.00003__03000ms__0014.wav,train/blues/blues.00003__03000ms__0014.npy
train,blues,0,blues__blues.00003,15,train/blues/blues.00003__03000ms__0015.wav,train/blues/blues.00003__03000ms__0015.npy
train,blues,0,blues__blues.00003,16,train/blues/blues.00003__03000ms__0016.wav,train/blues/blues.00003__03000ms__0016.npy
train,blues,0,blues__blues.00003,17,train/blues/blues.00003__03000ms__0017.wav,train/blues/blues.00003__03000ms__0017.npy
train,blues,0,blues__blues.00003,18,train/blues/blues.00003__03000ms__0018.wav,train/blues/blues.00003__03000ms__0018.npy
train,blues,0,blues__blues.00003,19,train/blues/blues.00003__03000ms__0019.wav,train/blues/blues.00003__03000ms__0019.npy
train,blues,0,blues__blues.00005,0,train/blues/blues.00005__03000ms__0000.wav,train/blues/blues.00005__03000ms__0000.npy
