embedding,sample_index,song_id,genre,label,tsne_x,tsne_y
full_clean_z,0,blues__blues.00000,blues,0,-8.487441062927246,-39.7008171081543
full_clean_z,1,blues__blues.00000,blues,0,-7.8362908363342285,-39.831600189208984
full_clean_z,2,blues__blues.00000,blues,0,-6.480210781097412,-39.59568405151367
full_clean_z,3,blues__blues.00000,blues,0,-6.38962984085083,-39.57946014404297
full_clean_z,4,blues__blues.00000,blues,0,-6.851779460906982,-40.3116455078125
full_clean_z,5,blues__blues.00000,blues,0,-7.634854793548584,-40.02767562866211
full_clean_z,6,blues__blues.00000,blues,0,-7.033803462982178,-39.92161178588867
full_clean_z,7,blues__blues.00001,blues,0,0.7952733039855957,-43.32014846801758
full_clean_z,8,blues__blues.00001,blues,0,-2.4674072265625,-21.886320114135742
full_clean_z,9,blues__blues.00001,blues,0,0.7455340623855591,-42.7553825378418
full_clean_z,10,blues__blues.00001,blues,0,-1.1928575038909912,-22.476686477661133
full_clean_z,11,blues__blues.00001,blues,0,0.7662012577056885,-42.560264587402344
full_clean_z,12,blues__blues.00001,blues,0,-0.14265349507331848,-23.182941436767578
full_clean_z,13,blues__blues.00001,blues,0,-0.5436328053474426,-22.57646369934082
full_clean_z,14,blues__blues.00009,blues,0,-44.66027069091797,20.882762908935547
full_clean_z,15,blues__blues.00009,blues,0,-13.04265308380127,-36.308135986328125
full_clean_z,16,blues__blues.00009,blues,0,-14.061027526855469,-33.39258575439453
full_clean_z,17,blues__blues.00009,blues,0,-13.26379680633545,-36.03083038330078
full_clean_z,18,blues__blues.00009,blues,0,-6.231384754180908,-25.881912231445312
full_clean_z,19,blues__blues.00009,blues,0,-12.993302345275879,-36.4454460144043
full_clean_z,20,blues__blues.00009,blues,0,-44.318355560302734,20.726346969604492
full_clean_z,21,blues__blues.00009,blues,0,-25.842954635620117,18.31719398498535
full_clean_z,22,blues__blues.00009,blues,0,-13.453475952148438,-35.86118698120117
full_clean_z,23,blues__blues.00011,blues,0,-20.645496368408203,-27.885515213012695
full_clean_z,24,blues__blues.00011,blues,0,-12.780144691467285,-38.585235595703125
full_clean_z,25,blues__blues.00011,blues,0,-18.89278221130371,-19.145509719848633
full_clean_z,26,blues__blues.00011,blues,0,-18.871097564697266,-19.184200286865234
full_clean_z,27,blues__blues.00011,blues,0,0.7355507612228394,-43.02094650268555
full_clean_z,28,blues__blues.00011,blues,0,-20.74448013305664,-27.03185272216797
full_clean_z,29,blues__blues.00011,blues,0,0.7500705122947693,-43.34882736206055
full_clean_z,30,blues__blues.00031,blues,0,-16.227705001831055,-36.58209991455078
full_clean_z,31,blues__blues.00031,blues,0,-17.159690856933594,-35.631309509277344
full_clean_z,32,blues__blues.00031,blues,0,-16.035581588745117,-36.70830154418945
full_clean_z,33,blues__blues.00031,blues,0,-17.29682159423828,-35.70534133911133
full_clean_z,34,blues__blues.00034,blues,0,-15.22724437713623,-37.26325988769531
full_clean_z,35,blues__blues.00034,blues,0,-15.648670196533203,-37.71005630493164
full_clean_z,36,blues__blues.00034,blues,0,-14.249817848205566,-37.856685638427734
full_clean_z,37,blues__blues.00034,blues,0,-5.99978494644165,-43.70121383666992
full_clean_z,38,blues__blues.00034,blues,0,-15.229843139648438,-37.069915771484375
full_clean_z,39,blues__blues.00034,blues,0,-15.594988822937012,-37.01126480102539
full_clean_z,40,blues__blues.00039,blues,0,-17.940898895263672,-34.40385818481445
full_clean_z,41,blues__blues.00039,blues,0,-18.14680290222168,-34.05293273925781
full_clean_z,42,blues__blues.00039,blues,0,-17.329376220703125,-35.61821746826172
full_clean_z,43,blues__blues.00039,blues,0,-17.67535400390625,-34.935272216796875
full_clean_z,44,blues__blues.00039,blues,0,-17.284940719604492,-36.09783935546875
full_clean_z,45,blues__blues.00052,blues,0,-2.3034887313842773,-40.76824951171875
full_clean_z,46,blues__blues.00052,blues,0,-16.354272842407227,-18.112930297851562
full_clean_z,47,blues__blues.00052,blues,0,-2.7061097621917725,-40.982662200927734
full_clean_z,48,blues__blues.00052,blues,0,0.6336493492126465,-42.865516662597656
full_clean_z,49,blues__blues.00052,blues,0,-19.900896072387695,-24.635223388671875
full_clean_z,50,blues__blues.00052,blues,0,-11.39992618560791,-17.69703483581543
full_clean_z,51,blues__blues.00054,blues,0,0.3764393925666809,-22.56551742553711
full_clean_z,52,blues__blues.00054,blues,0,0.47964659333229065,-21.795101165771484
full_clean_z,53,blues__blues.00054,blues,0,0.36239397525787354,-22.40947914123535
full_clean_z,54,blues__blues.00054,blues,0,0.21708491444587708,-22.460643768310547
full_clean_z,55,blues__blues.00054,blues,0,0.22096610069274902,-22.36171531677246
full_clean_z,56,blues__blues.00054,blues,0,-0.11439277231693268,-22.611902236938477
full_clean_z,57,blues__blues.00057,blues,0,-0.44277891516685486,-22.977649688720703
full_clean_z,58,blues__blues.00057,blues,0,0.5822840332984924,-22.67631721496582
full_clean_z,59,blues__blues.00057,blues,0,0.8565712571144104,-22.8388729095459
full_clean_z,60,blues__blues.00057,blues,0,0.6350824236869812,-22.919511795043945
full_clean_z,61,blues__blues.00060,blues,0,-4.463326454162598,-40.408111572265625
full_clean_z,62,blues__blues.00060,blues,0,-13.233342170715332,-39.19976043701172
full_clean_z,63,blues__blues.00060,blues,0,-13.24569320678711,-39.28128433227539
full_clean_z,64,blues__blues.00060,blues,0,-13.197524070739746,-39.52504348754883
full_clean_z,65,blues__blues.00060,blues,0,-12.84989070892334,-36.801143646240234
full_clean_z,66,blues__blues.00060,blues,0,-11.375579833984375,-40.93120193481445
full_clean_z,67,blues__blues.00060,blues,0,-11.323098182678223,-40.99634552001953
full_clean_z,68,blues__blues.00066,blues,0,-5.060317039489746,-43.947052001953125
full_clean_z,69,blues__blues.00066,blues,0,-4.67408561706543,-44.23215866088867
full_clean_z,70,blues__blues.00066,blues,0,-4.730201244354248,-44.141929626464844
full_clean_z,71,blues__blues.00066,blues,0,-4.2364501953125,-44.174564361572266
