embedding,sample_index,song_id,genre,label,tsne_x,tsne_y
full_clean_z,0,blues__blues.00000,blues,0,0.19326438009738922,52.5195198059082
full_clean_z,1,blues__blues.00000,blues,0,-4.009735584259033,51.47141647338867
full_clean_z,2,blues__blues.00000,blues,0,-4.095363140106201,51.43309020996094
full_clean_z,3,blues__blues.00000,blues,0,-1.6408885717391968,32.65007400512695
full_clean_z,4,blues__blues.00000,blues,0,-0.9328323006629944,32.45702362060547
full_clean_z,5,blues__blues.00000,blues,0,-4.121987342834473,51.48760986328125
full_clean_z,6,blues__blues.00000,blues,0,-4.020869255065918,51.47484588623047
full_clean_z,7,blues__blues.00001,blues,0,4.797722339630127,44.50855255126953
full_clean_z,8,blues__blues.00001,blues,0,4.6988372802734375,44.09794235229492
full_clean_z,9,blues__blues.00001,blues,0,3.544565439224243,41.29605484008789
full_clean_z,10,blues__blues.00001,blues,0,-0.57834792137146,35.720821380615234
full_clean_z,11,blues__blues.00001,blues,0,-0.3140701651573181,35.20016098022461
full_clean_z,12,blues__blues.00001,blues,0,-0.8837710022926331,36.13693618774414
full_clean_z,13,blues__blues.00001,blues,0,-2.7796671390533447,51.83563232421875
full_clean_z,14,blues__blues.00009,blues,0,-1.4975861310958862,53.61204528808594
full_clean_z,15,blues__blues.00009,blues,0,-0.47139203548431396,53.50569534301758
full_clean_z,16,blues__blues.00009,blues,0,1.2052825689315796,51.52522277832031
full_clean_z,17,blues__blues.00009,blues,0,-1.3691518306732178,55.175724029541016
full_clean_z,18,blues__blues.00009,blues,0,-0.8131358027458191,54.711910247802734
full_clean_z,19,blues__blues.00009,blues,0,2.5369746685028076,49.472679138183594
full_clean_z,20,blues__blues.00009,blues,0,-1.1044074296951294,44.299835205078125
full_clean_z,21,blues__blues.00009,blues,0,49.64192199707031,-7.725486755371094
full_clean_z,22,blues__blues.00009,blues,0,-0.9211053848266602,54.66939926147461
full_clean_z,23,blues__blues.00011,blues,0,3.248640537261963,30.063682556152344
full_clean_z,24,blues__blues.00011,blues,0,3.5457608699798584,53.480384826660156
full_clean_z,25,blues__blues.00011,blues,0,-0.3476121425628662,31.76298713684082
full_clean_z,26,blues__blues.00011,blues,0,9.765691757202148,21.371028900146484
full_clean_z,27,blues__blues.00011,blues,0,-0.33399519324302673,31.91231346130371
full_clean_z,28,blues__blues.00011,blues,0,4.851105690002441,44.59229278564453
full_clean_z,29,blues__blues.00011,blues,0,-0.3302290737628937,31.921009063720703
full_clean_z,30,blues__blues.00031,blues,0,4.578834533691406,47.53322982788086
full_clean_z,31,blues__blues.00031,blues,0,4.992732048034668,47.63488006591797
full_clean_z,32,blues__blues.00031,blues,0,4.492570400238037,47.1644287109375
full_clean_z,33,blues__blues.00031,blues,0,4.829137802124023,47.59637451171875
full_clean_z,34,blues__blues.00034,blues,0,2.396249771118164,49.213138580322266
full_clean_z,35,blues__blues.00034,blues,0,5.056857109069824,51.23945999145508
full_clean_z,36,blues__blues.00034,blues,0,5.024450778961182,44.7250862121582
full_clean_z,37,blues__blues.00034,blues,0,0.09544656425714493,30.065752029418945
full_clean_z,38,blues__blues.00034,blues,0,4.509303092956543,45.97846603393555
full_clean_z,39,blues__blues.00034,blues,0,2.5617120265960693,49.312217712402344
full_clean_z,40,blues__blues.00039,blues,0,2.829362154006958,48.29108428955078
full_clean_z,41,blues__blues.00039,blues,0,4.367066860198975,47.29061508178711
full_clean_z,42,blues__blues.00039,blues,0,5.688287734985352,49.194332122802734
full_clean_z,43,blues__blues.00039,blues,0,4.227016448974609,47.50995635986328
full_clean_z,44,blues__blues.00039,blues,0,4.234597682952881,47.67848587036133
full_clean_z,45,blues__blues.00052,blues,0,-1.131624460220337,36.239017486572266
full_clean_z,46,blues__blues.00052,blues,0,3.4900150299072266,27.3032169342041
full_clean_z,47,blues__blues.00052,blues,0,5.142117500305176,44.989437103271484
full_clean_z,48,blues__blues.00052,blues,0,1.301893949508667,35.56093978881836
full_clean_z,49,blues__blues.00052,blues,0,-1.1769264936447144,52.24663543701172
full_clean_z,50,blues__blues.00052,blues,0,-2.8377909660339355,28.754819869995117
full_clean_z,51,blues__blues.00054,blues,0,-8.71110725402832,49.54862976074219
full_clean_z,52,blues__blues.00054,blues,0,-8.099669456481934,49.261653900146484
full_clean_z,53,blues__blues.00054,blues,0,-7.910677433013916,49.30473709106445
full_clean_z,54,blues__blues.00054,blues,0,-8.536436080932617,49.63477325439453
full_clean_z,55,blues__blues.00054,blues,0,2.64167857170105,51.33763122558594
full_clean_z,56,blues__blues.00054,blues,0,-4.418455600738525,49.617183685302734
full_clean_z,57,blues__blues.00057,blues,0,-0.6237635016441345,34.95081329345703
full_clean_z,58,blues__blues.00057,blues,0,-7.954390525817871,49.17593765258789
full_clean_z,59,blues__blues.00057,blues,0,-8.640531539916992,49.61282730102539
full_clean_z,60,blues__blues.00057,blues,0,-8.248919486999512,49.67017364501953
full_clean_z,61,blues__blues.00060,blues,0,-0.7930614352226257,52.738128662109375
full_clean_z,62,blues__blues.00060,blues,0,-0.827075183391571,53.689754486083984
full_clean_z,63,blues__blues.00060,blues,0,-1.0867232084274292,53.01703643798828
full_clean_z,64,blues__blues.00060,blues,0,-1.0033406019210815,52.81139373779297
full_clean_z,65,blues__blues.00060,blues,0,-8.327884674072266,50.03281784057617
full_clean_z,66,blues__blues.00060,blues,0,-1.7966407537460327,53.99191665649414
full_clean_z,67,blues__blues.00060,blues,0,-1.7961766719818115,53.7756233215332
full_clean_z,68,blues__blues.00066,blues,0,-3.8556888103485107,54.986366271972656
full_clean_z,69,blues__blues.00066,blues,0,-3.819866180419922,54.98243713378906
full_clean_z,70,blues__blues.00066,blues,0,-4.090453147888184,54.99565505981445
full_clean_z,71,blues__blues.00066,blues,0,5.571897506713867,32.73286819458008
full_clean_z,72,blues__blues.00066,blues,0,5.445197105407715,32.578956604003906
full_clean_z,73,blues__blues.00066,blues,0,5.44437313079834,42.696109771728516
full_clean_z,74,blues__blues.00066,blues,0,3.3824191093444824,51.485069274902344
full_clean_z,75,blues__blues.00066,blues,0,1.0235004425048828,53.107505798339844
full_clean_z,76,blues__blues.00066,blues,0,1.3835610151290894,53.335445404052734
full_clean_z,77,blues__blues.00068,blues,0,3.75726056098938,51.35933303833008
full_clean_z,78,blues__blues.00068,blues,0,1.251551866531372,53.95476531982422
full_clean_z,79,blues__blues.00068,blues,0,4.28818416595459,50.80870819091797
full_clean_z,80,blues__blues.00068,blues,0,1.2030210494995117,53.61931610107422
full_clean_z,81,blues__blues.00068,blues,0,2.4647464752197266,53.21017074584961
full_clean_z,82,blues__blues.00068,blues,0,4.037525653839111,52.26316452026367
full_clean_z,83,blues__blues.00068,blues,0,1.378627061843872,53.42841720581055
full_clean_z,84,blues__blues.00070,blues,0,21.445392608642578,22.815465927124023
full_clean_z,85,blues__blues.00070,blues,0,6.328976154327393,33.901119232177734
full_clean_z,86,blues__blues.00070,blues,0,6.152576923370361,33.696136474609375
full_clean_z,87,blues__blues.00070,blues,0,4.56298828125,42.6159553527832
full_clean_z,88,blues__blues.00070,blues,0,0.5072845220565796,53.59941101074219
full_clean_z,89,blues__blues.00070,blues,0,17.603599548339844,19.73577308654785
full_clean_z,90,blues__blues.00070,blues,0,6.163593769073486,33.671531677246094
full_clean_z,91,blues__blues.00071,blues,0,4.450653553009033,50.250343322753906
full_clean_z,92,blues__blues.00071,blues,0,2.467257022857666,39.37102127075195
full_clean_z,93,blues__blues.00071,blues,0,-0.04454398155212402,52.21408462524414
full_clean_z,94,blues__blues.00071,blues,0,3.756387948989868,50.2204704284668
full_clean_z,95,blues__blues.00071,blues,0,3.7712066173553467,50.228092193603516
full_clean_z,96,blues__blues.00071,blues,0,4.226598262786865,49.02552032470703
full_clean_z,97,blues__blues.00071,blues,0,3.3303773403167725,50.55939865112305
full_clean_z,98,blues__blues.00071,blues,0,5.517609596252441,49.68988800048828
full_clean_z,99,blues__blues.00071,blues,0,5.289599418640137,49.78937911987305
full_clean_z,100,classical__classical.00000,classical,1,31.017061233520508,-41.972415924072266
full_clean_z,101,classical__classical.00000,classical,1,30.015422821044922,-43.432979583740234
full_clean_z,102,classical__classical.00000,classical,1,30.271434783935547,-43.96099090576172
full_clean_z,103,classical__classical.00000,classical,1,29.247844696044922,-44.51974105834961
full_clean_z,104,classical__classical.00000,classical,1,30.036069869995117,-43.21415710449219
full_clean_z,105,classical__classical.00000,classical,1,32.26127243041992,-41.9266471862793
full_clean_z,106,classical__classical.00002,classical,1,27.79425048828125,-45.33707809448242
full_clean_z,107,classical__classical.00002,classical,1,28.480228424072266,-44.99401092529297
full_clean_z,108,classical__classical.00002,classical,1,28.191408157348633,-45.074615478515625
full_clean_z,109,classical__classical.00006,classical,1,32.2985954284668,-42.10205841064453
full_clean_z,110,classical__classical.00006,classical,1,30.477270126342773,-44.80015182495117
full_clean_z,111,classical__classical.00006,classical,1,32.938079833984375,-42.0848388671875
full_clean_z,112,classical__classical.00006,classical,1,28.200429916381836,-45.61304473876953
full_clean_z,113,classical__classical.00006,classical,1,31.24369239807129,-43.79777908325195
full_clean_z,114,classical__classical.00006,classical,1,31.005611419677734,-43.547882080078125
full_clean_z,115,classical__classical.00006,classical,1,30.99007225036621,-43.582496643066406
full_clean_z,116,classical__classical.00009,classical,1,31.682870864868164,-44.79096221923828
full_clean_z,117,classical__classical.00009,classical,1,32.31303405761719,-45.0346794128418
full_clean_z,118,classical__classical.00009,classical,1,31.488513946533203,-44.23903274536133
full_clean_z,119,classical__classical.00009,classical,1,32.97107696533203,-40.64899444580078
full_clean_z,120,classical__classical.00009,classical,1,32.877471923828125,-40.55345153808594
full_clean_z,121,classical__classical.00009,classical,1,33.46501541137695,-44.01466369628906
full_clean_z,122,classical__classical.00009,classical,1,32.19504165649414,-44.55810546875
full_clean_z,123,classical__classical.00022,classical,1,28.562450408935547,-44.5667724609375
full_clean_z,124,classical__classical.00022,classical,1,28.548229217529297,-44.727874755859375
full_clean_z,125,classical__classical.00022,classical,1,27.57866096496582,-44.63234329223633
full_clean_z,126,classical__classical.00022,classical,1,32.924034118652344,-44.180816650390625
full_clean_z,127,classical__classical.00022,classical,1,32.315521240234375,-44.966331481933594
full_clean_z,128,classical__classical.00022,classical,1,32.72507858276367,-42.47726821899414
full_clean_z,129,classical__classical.00022,classical,1,32.72080993652344,-42.50495529174805
full_clean_z,130,classical__classical.00034,classical,1,32.051368713378906,-35.29552459716797
full_clean_z,131,classical__classical.00034,classical,1,31.493261337280273,-37.87150573730469
full_clean_z,132,classical__classical.00034,classical,1,34.126190185546875,-39.4792594909668
full_clean_z,133,classical__classical.00034,classical,1,32.774658203125,-36.7368049621582
full_clean_z,134,classical__classical.00034,classical,1,32.779720306396484,-36.71952819824219
full_clean_z,135,classical__classical.00034,classical,1,31.272865295410156,-45.42863464355469
full_clean_z,136,classical__classical.00034,classical,1,32.47916793823242,-44.41117477416992
full_clean_z,137,classical__classical.00037,classical,1,27.986711502075195,-45.055931091308594
full_clean_z,138,classical__classical.00037,classical,1,32.05973434448242,-43.458194732666016
full_clean_z,139,classical__classical.00037,classical,1,32.826759338378906,-42.6878662109375
full_clean_z,140,classical__classical.00037,classical,1,31.832611083984375,-42.38272476196289
full_clean_z,141,classical__classical.00037,classical,1,27.56980323791504,-43.169010162353516
full_clean_z,142,classical__classical.00037,classical,1,34.199153900146484,-39.64000701904297
full_clean_z,143,classical__classical.00037,classical,1,27.565906524658203,-44.5530891418457
full_clean_z,144,classical__classical.00037,classical,1,32.33047103881836,-44.955345153808594
full_clean_z,145,classical__classical.00039,classical,1,32.6092414855957,-46.034393310546875
full_clean_z,146,classical__classical.00039,classical,1,34.74715805053711,-43.53003692626953
full_clean_z,147,classical__classical.00039,classical,1,33.44150924682617,-42.08430099487305
full_clean_z,148,classical__classical.00039,classical,1,33.54319763183594,-43.55308151245117
full_clean_z,149,classical__classical.00039,classical,1,32.80866241455078,-46.3464241027832
full_clean_z,150,classical__classical.00039,classical,1,32.46578598022461,-46.08037185668945
