split,genre,label,song_id,segment_index,wav_path,mel_path
train,blues,0,blues__blues.00002,0,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0000.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0000.npy
train,blues,0,blues__blues.00002,1,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0001.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0001.npy
train,blues,0,blues__blues.00002,2,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0002.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0002.npy
train,blues,0,blues__blues.00002,3,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0003.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0003.npy
train,blues,0,blues__blues.00002,4,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0004.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0004.npy
train,blues,0,blues__blues.00002,5,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0005.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0005.npy
train,blues,0,blues__blues.00002,6,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0006.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0006.npy
train,blues,0,blues__blues.00002,7,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0007.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0007.npy
train,blues,0,blues__blues.00002,8,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0008.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0008.npy
train,blues,0,blues__blues.00002,9,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0009.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0009.npy
train,blues,0,blues__blues.00002,10,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0010.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0010.npy
train,blues,0,blues__blues.00002,11,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0011.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0011.npy
train,blues,0,blues__blues.00002,12,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0012.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0012.npy
train,blues,0,blues__blues.00002,13,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0013.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0013.npy
train,blues,0,blues__blues.00002,14,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0014.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0014.npy
train,blues,0,blues__blues.00002,15,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0015.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0015.npy
train,blues,0,blues__blues.00002,16,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0016.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0016.npy
train,blues,0,blues__blues.00002,17,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0017.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0017.npy
train,blues,0,blues__blues.00002,18,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0018.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0018.npy
train,blues,0,blues__blues.00002,19,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00002__03000ms__0019.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00002__03000ms__0019.npy
train,blues,0,blues__blues.00003,0,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0000.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0000.npy
train,blues,0,blues__blues.00003,1,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0001.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0001.npy
train,blues,0,blues__blues.00003,2,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0002.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0002.npy
train,blues,0,blues__blues.00003,3,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0003.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0003.npy
train,blues,0,blues__blues.00003,4,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0004.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0004.npy
train,blues,0,blues__blues.00003,5,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0005.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0005.npy
train,blues,0,blues__blues.00003,6,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0006.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0006.npy
train,blues,0,blues__blues.00003,7,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0007.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0007.npy
train,blues,0,blues__blues.00003,8,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0008.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0008.npy
train,blues,0,blues__blues.00003,9,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0009.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0009.npy
train,blues,0,blues__blues.00003,10,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0010.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0010.npy
train,blues,0,blues__blues.00003,11,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0011.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0011.npy
train,blues,0,blues__blues.00003,12,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0012.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0012.npy
train,blues,0,blues__blues.00003,13,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0013.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0013.npy
train,blues,0,blues__blues.00003,14,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0014.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0014.npy
train,blues,0,blues__blues.00003,15,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0015.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0015.npy
train,blues,0,blues__blues.00003,16,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0016.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0016.npy
train,blues,0,blues__blues.00003,17,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0017.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0017.npy
train,blues,0,blues__blues.00003,18,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0018.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0018.npy
train,blues,0,blues__blues.00003,19,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00003__03000ms__0019.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00003__03000ms__0019.npy
train,blues,0,blues__blues.00005,0,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0000.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0000.npy
train,blues,0,blues__blues.00005,1,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0001.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0001.npy
train,blues,0,blues__blues.00005,2,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0002.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0002.npy
train,blues,0,blues__blues.00005,3,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0003.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0003.npy
train,blues,0,blues__blues.00005,4,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0004.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0004.npy
train,blues,0,blues__blues.00005,5,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0005.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0005.npy
train,blues,0,blues__blues.00005,6,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0006.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0006.npy
train,blues,0,blues__blues.00005,7,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0007.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0007.npy
train,blues,0,blues__blues.00005,8,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0008.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0008.npy
train,blues,0,blues__blues.00005,9,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0009.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0009.npy
train,blues,0,blues__blues.00005,10,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0010.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0010.npy
train,blues,0,blues__blues.00005,11,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0011.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0011.npy
train,blues,0,blues__blues.00005,12,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0012.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0012.npy
train,blues,0,blues__blues.00005,13,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0013.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0013.npy
train,blues,0,blues__blues.00005,14,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0014.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0014.npy
train,blues,0,blues__blues.00005,15,C:\Users\Lenovo\PycharmProjects\dl\seg_3s_base\train\blues\blues.00005__03000ms__0015.wav,C:\Users\Lenovo\PycharmProjects\dl\lm3_base_v1\train\blues\blues.00005__03000ms__0015.npy
